"Latitude","Longitude","obs_date","site_code","PM25_mass","Elemental_Carbon","Organic_Carbon","Sulfate","Nitrate","Ammonium"
40.341389,-111.713611,19980503,"490494001",5,,,,,
40.341389,-111.713611,19980504,"490494001",4,,,,,
40.341389,-111.713611,19980505,"490494001",1,,,,,
40.341389,-111.713611,19980507,"490494001",3,,,,,
40.341389,-111.713611,19980508,"490494001",6,,,,,
40.341389,-111.713611,19980509,"490494001",1,,,,,
40.341389,-111.713611,19980510,"490494001",6,,,,,
40.341389,-111.713611,19980511,"490494001",4,,,,,
40.341389,-111.713611,19980512,"490494001",7,,,,,
40.341389,-111.713611,19980513,"490494001",3,,,,,
40.341389,-111.713611,19980514,"490494001",1,,,,,
40.341389,-111.713611,19980515,"490494001",0,,,,,
40.341389,-111.713611,19980516,"490494001",4,,,,,
40.341389,-111.713611,19980517,"490494001",3,,,,,
40.341389,-111.713611,19980518,"490494001",6,,,,,
40.341389,-111.713611,19980519,"490494001",9,,,,,
40.341389,-111.713611,19980520,"490494001",6,,,,,
40.341389,-111.713611,19980521,"490494001",4,,,,,
40.341389,-111.713611,19980523,"490494001",4,,,,,
40.341389,-111.713611,19980524,"490494001",5,,,,,
40.341389,-111.713611,19980525,"490494001",6,,,,,
40.341389,-111.713611,19980526,"490494001",7,,,,,
40.341389,-111.713611,19980527,"490494001",5,,,,,
40.341389,-111.713611,19980528,"490494001",5,,,,,
40.341389,-111.713611,19980529,"490494001",5,,,,,
40.341389,-111.713611,19980530,"490494001",3,,,,,
40.341389,-111.713611,19980531,"490494001",4,,,,,
40.341389,-111.713611,19980601,"490494001",3,,,,,
40.341389,-111.713611,19980602,"490494001",4,,,,,
40.341389,-111.713611,19980603,"490494001",6,,,,,
40.341389,-111.713611,19980604,"490494001",5,,,,,
40.341389,-111.713611,19980605,"490494001",6,,,,,
40.341389,-111.713611,19980606,"490494001",3,,,,,
40.341389,-111.713611,19980607,"490494001",5,,,,,
40.341389,-111.713611,19980608,"490494001",7,,,,,
40.341389,-111.713611,19980609,"490494001",7,,,,,
40.341389,-111.713611,19980610,"490494001",11,,,,,
40.341389,-111.713611,19980611,"490494001",6,,,,,
40.341389,-111.713611,19980612,"490494001",7,,,,,
40.341389,-111.713611,19980613,"490494001",5,,,,,
40.341389,-111.713611,19980614,"490494001",8,,,,,
40.341389,-111.713611,19980615,"490494001",7,,,,,
40.341389,-111.713611,19980616,"490494001",6,,,,,
40.341389,-111.713611,19980617,"490494001",6,,,,,
40.341389,-111.713611,19980618,"490494001",10,,,,,
40.341389,-111.713611,19980620,"490494001",6,,,,,
40.341389,-111.713611,19980621,"490494001",11,,,,,
40.341389,-111.713611,19980622,"490494001",1,,,,,
40.341389,-111.713611,19980623,"490494001",6,,,,,
40.341389,-111.713611,19980624,"490494001",5,,,,,
40.341389,-111.713611,19980625,"490494001",8,,,,,
40.341389,-111.713611,19980626,"490494001",6,,,,,
40.341389,-111.713611,19980627,"490494001",5,,,,,
40.341389,-111.713611,19980628,"490494001",10,,,,,
40.341389,-111.713611,19980629,"490494001",9,,,,,
40.341389,-111.713611,19980630,"490494001",7,,,,,
40.341389,-111.713611,19980701,"490494001",7,,,,,
40.341389,-111.713611,19980702,"490494001",0,,,,,
40.341389,-111.713611,19980703,"490494001",11,,,,,
40.341389,-111.713611,19980704,"490494001",10,,,,,
40.341389,-111.713611,19980705,"490494001",4,,,,,
40.341389,-111.713611,19980706,"490494001",7,,,,,
40.341389,-111.713611,19980707,"490494001",9,,,,,
40.341389,-111.713611,19980708,"490494001",8,,,,,
40.341389,-111.713611,19980709,"490494001",10,,,,,
40.341389,-111.713611,19980710,"490494001",8,,,,,
40.341389,-111.713611,19980711,"490494001",7,,,,,
40.341389,-111.713611,19980712,"490494001",9,,,,,
40.341389,-111.713611,19980713,"490494001",6,,,,,
40.341389,-111.713611,19980714,"490494001",8,,,,,
40.341389,-111.713611,19980715,"490494001",10,,,,,
40.341389,-111.713611,19980716,"490494001",13,,,,,
40.341389,-111.713611,19980717,"490494001",6,,,,,
40.341389,-111.713611,19980718,"490494001",7,,,,,
40.341389,-111.713611,19980719,"490494001",11,,,,,
40.341389,-111.713611,19980720,"490494001",6,,,,,
40.341389,-111.713611,19980721,"490494001",10,,,,,
40.341389,-111.713611,19980722,"490494001",5,,,,,
40.341389,-111.713611,19980723,"490494001",7,,,,,
40.341389,-111.713611,19980724,"490494001",10,,,,,
40.341389,-111.713611,19980725,"490494001",9,,,,,
40.341389,-111.713611,19980726,"490494001",8,,,,,
40.341389,-111.713611,19980727,"490494001",4,,,,,
40.341389,-111.713611,19980728,"490494001",9,,,,,
40.341389,-111.713611,19980729,"490494001",8,,,,,
40.341389,-111.713611,19980730,"490494001",6,,,,,
40.341389,-111.713611,19980731,"490494001",6,,,,,
40.341389,-111.713611,19980801,"490494001",5,,,,,
40.341389,-111.713611,19980802,"490494001",3,,,,,
40.341389,-111.713611,19980803,"490494001",8,,,,,
40.341389,-111.713611,19980804,"490494001",10,,,,,
40.341389,-111.713611,19980805,"490494001",8,,,,,
40.341389,-111.713611,19980806,"490494001",9,,,,,
40.341389,-111.713611,19980807,"490494001",10,,,,,
40.341389,-111.713611,19980808,"490494001",5,,,,,
40.341389,-111.713611,19980811,"490494001",10,,,,,
40.341389,-111.713611,19980812,"490494001",9,,,,,
40.341389,-111.713611,19980813,"490494001",13,,,,,
40.341389,-111.713611,19980814,"490494001",10,,,,,
40.341389,-111.713611,19980815,"490494001",7,,,,,
40.341389,-111.713611,19980816,"490494001",6,,,,,
40.341389,-111.713611,19980817,"490494001",7,,,,,
40.341389,-111.713611,19980818,"490494001",6,,,,,
40.341389,-111.713611,19980819,"490494001",8,,,,,
40.341389,-111.713611,19980820,"490494001",8,,,,,
40.341389,-111.713611,19980821,"490494001",4,,,,,
40.341389,-111.713611,19980822,"490494001",7,,,,,
40.341389,-111.713611,19980823,"490494001",6,,,,,
40.341389,-111.713611,19980824,"490494001",11,,,,,
40.341389,-111.713611,19980825,"490494001",7,,,,,
40.341389,-111.713611,19980826,"490494001",6,,,,,
40.341389,-111.713611,19980827,"490494001",8,,,,,
40.341389,-111.713611,19980828,"490494001",9,,,,,
40.341389,-111.713611,19980829,"490494001",8,,,,,
40.341389,-111.713611,19980830,"490494001",8,,,,,
40.341389,-111.713611,19980831,"490494001",9,,,,,
40.341389,-111.713611,19980901,"490494001",9,,,,,
40.341389,-111.713611,19980902,"490494001",8,,,,,
40.341389,-111.713611,19980903,"490494001",10,,,,,
40.341389,-111.713611,19980904,"490494001",12,,,,,
40.341389,-111.713611,19980905,"490494001",6,,,,,
40.341389,-111.713611,19980906,"490494001",3,,,,,
40.341389,-111.713611,19980907,"490494001",9,,,,,
40.341389,-111.713611,19980908,"490494001",7,,,,,
40.341389,-111.713611,19980909,"490494001",4,,,,,
40.341389,-111.713611,19980910,"490494001",4,,,,,
40.341389,-111.713611,19980912,"490494001",2,,,,,
40.341389,-111.713611,19980913,"490494001",4,,,,,
40.341389,-111.713611,19980914,"490494001",5,,,,,
40.341389,-111.713611,19980915,"490494001",6,,,,,
40.341389,-111.713611,19980916,"490494001",6,,,,,
40.341389,-111.713611,19980917,"490494001",3,,,,,
40.341389,-111.713611,19980918,"490494001",5,,,,,
40.341389,-111.713611,19980920,"490494001",2,,,,,
40.341389,-111.713611,19980921,"490494001",4,,,,,
40.341389,-111.713611,19980922,"490494001",5,,,,,
40.341389,-111.713611,19980923,"490494001",2,,,,,
40.341389,-111.713611,19980924,"490494001",6,,,,,
40.341389,-111.713611,19980925,"490494001",2,,,,,
40.341389,-111.713611,19980926,"490494001",2,,,,,
40.341389,-111.713611,19980927,"490494001",2,,,,,
40.341389,-111.713611,19980928,"490494001",4,,,,,
40.341389,-111.713611,19980929,"490494001",4,,,,,
40.341389,-111.713611,19980930,"490494001",3,,,,,
47.568236,-122.308628,19980103,"530330080",7,0.88,,0.7955,0.4866,0.4077975
47.568236,-122.308628,19980107,"530330080",4,0.77,,0.5757,0.3009,0.28359
47.568236,-122.308628,19980110,"530330080",6.1,0.86,,0.968,0.5776,0.49296
47.568236,-122.308628,19980114,"530330080",3.6,0.42,,0.3498,0.2066,0.17766
47.568236,-122.308628,19980117,"530330080",5,0.52,,0.3782,0.3229,0.2144775
47.568236,-122.308628,19980121,"530330080",3.9,1.11,,0.297,0.2647,0.1709325
47.568236,-122.308628,19980124,"530330080",3,0.3,,0.2232,0.203,0.129375
47.568236,-122.308628,19980128,"530330080",5.3,1.07,,0.5391,0.3415,0.279
47.568236,-122.308628,19980131,"530330080",6.2,1.26,,1.1418,0.2995,0.4955625
47.568236,-122.308628,19980204,"530330080",10.1,1.79,,1.1638,0.808,0.618225
47.568236,-122.308628,19980207,"530330080",4.3,0.81,,0.3894,0.287,0.2106
47.568236,-122.308628,19980214,"530330080",7.5,1.18,,0.915,0.5811,0.4738725
47.568236,-122.308628,19980218,"530330080",1.9,0.52,,0.229,0.1267,0.1143825
47.568236,-122.308628,19980221,"530330080",2.3,0.46,,0.2701,0.1583,0.136905
47.568236,-122.308628,19980225,"530330080",4.9,0.78,,0.7394,0.5096,0.391935
47.568236,-122.308628,19980228,"530330080",3.8,0.62,,0.5046,0.2522,0.24597
47.568236,-122.308628,19980304,"530330080",10.4,1.16,,2.2175,0.7374,0.9974775
47.568236,-122.308628,19980307,"530330080",10.8,1.21,,1.6683,0.7196,0.7875225
47.568236,-122.308628,19980311,"530330080",9.2,2.19,,0.9515,0.4624,0.4608525
47.568236,-122.308628,19980314,"530330080",8.3,0.93,,1.5704,0.9417,0.8007825
47.568236,-122.308628,19980318,"530330080",10,1.35,,1.7271,0.8307,0.83457
47.568236,-122.308628,19980321,"530330080",17.1,1.49,,2.4607,0.832,1.1099625
47.568236,-122.308628,19980325,"530330080",6.1,0.95,,1.4328,0.6724,0.68859
47.568236,-122.308628,19980328,"530330080",4.7,0.75,,0.7672,0.706,0.44655
47.568236,-122.308628,19980401,"530330080",7,0.9,,1.3006,0.8386,0.67641
47.568236,-122.308628,19980404,"530330080",11.4,1.35,,2.1651,0.8764,1.0091025
47.568236,-122.308628,19980408,"530330080",5.6,0.81,,0.8525,0.8432,0.5094075
47.568236,-122.308628,19980411,"530330080",3.5,0.4,,0.5637,0.2609,0.27009
47.568236,-122.308628,19980415,"530330080",6.6,1.07,,0.9837,0.5423,0.490905
47.568236,-122.308628,19980418,"530330080",9.8,0.89,,1.489,0.6055,0.6946125
47.568236,-122.308628,19980422,"530330080",9.7,1.16,,1.5868,1.1209,0.8472525
47.568236,-122.308628,19980425,"530330080",3.5,0.42,,0.4717,0.3691,0.259935
47.568236,-122.308628,19980429,"530330080",16.6,1.58,,1.8643,0.8836,0.8979225
47.568236,-122.308628,19980502,"530330080",10,0.87,,2.1854,0.3857,0.9063075
47.568236,-122.308628,19980506,"530330080",8.7,0.75,,2.75,0.3034,1.099515
47.568236,-122.308628,19980509,"530330080",7.5,0.89,,1.8943,0.7757,0.884895
47.568236,-122.308628,19980513,"530330080",5.8,0.73,,1.5085,0.5293,0.68478
47.568236,-122.308628,19980516,"530330080",5.3,0.66,,1.1993,0.4649,0.55434
47.568236,-122.308628,19980520,"530330080",6.4,0.94,,1.3194,0.5097,0.6094575
47.568236,-122.308628,19980523,"530330080",4.6,0.5,,1.0621,0.2688,0.4587675
47.568236,-122.308628,19980527,"530330080",4.2,0.96,,0.683,0.3684,0.339015
47.568236,-122.308628,19980530,"530330080",5.5,0.57,,1.4512,0.4791,0.6519975
47.568236,-122.308628,19980603,"530330080",9,0.54,,2.3473,0.5505,1.0041
47.568236,-122.308628,19980606,"530330080",9.8,0.71,,,,
47.568236,-122.308628,19980610,"530330080",3.9,0.76,,0.7165,0.2285,0.3201
47.568236,-122.308628,19980613,"530330080",7.2,0.27,,1.2772,0.4792,0.58677
47.568236,-122.308628,19980617,"530330080",9.2,0.65,,1.774,0.7569,0.8355525
47.568236,-122.308628,19980620,"530330080",9.6,0.82,,2.4026,0.5302,1.02027
47.568236,-122.308628,19980624,"530330080",3,0.61,,0.5853,0.1312,0.2490075
47.568236,-122.308628,19980627,"530330080",8.9,0.49,,1.0705,0.327,0.4750125
47.568236,-122.308628,19980701,"530330080",,0.64,,,,
47.568236,-122.308628,19980704,"530330080",6.1,0.34,,1.0895,0.2376,0.4620225
47.568236,-122.308628,19980708,"530330080",12.5,1.41,,,,
47.568236,-122.308628,19980711,"530330080",,0.26,,0.5881,0.088,0.2403375
47.568236,-122.308628,19980715,"530330080",8.4,1.28,,1.4534,0.2988,0.612255
47.568236,-122.308628,19980718,"530330080",5.1,0.45,,1.7507,0.178,0.6965625
47.568236,-122.308628,19980722,"530330080",14.1,2.37,,1.8474,0.4737,0.7993575
47.568236,-122.308628,19980725,"530330080",9.3,1.15,,,,
47.568236,-122.308628,19980729,"530330080",12.5,1.14,,,,
47.568236,-122.308628,19980801,"530330080",6.3,0.77,,1.8582,0.3015,0.7646625
47.568236,-122.308628,19980805,"530330080",5.8,0.68,,1.1011,0.2743,0.47463
47.568236,-122.308628,19980808,"530330080",7.4,0.6,,1.7543,0.32,0.7298625
47.568236,-122.308628,19980812,"530330080",10.6,0.83,,1.1914,0.2173,0.4956675
47.568236,-122.308628,19980815,"530330080",6.8,0.51,,2.0301,0.3539,0.840915
47.568236,-122.308628,19980819,"530330080",12.4,1.1,,1.9843,0.5128,0.8594925
47.568236,-122.308628,19980822,"530330080",13,0.83,,2.472,0.461,1.030725
47.568236,-122.308628,19980826,"530330080",13.3,2.01,,2.765,0.4668,1.141905
47.568236,-122.308628,19980829,"530330080",13.5,1.95,,2.6787,0.6258,1.1453175
47.568236,-122.308628,19980902,"530330080",9,0.28,,,,
47.568236,-122.308628,19980905,"530330080",9.8,0.88,,,,
47.568236,-122.308628,19980909,"530330080",5.1,0.64,,0.9243,0.6296,0.4882725
47.568236,-122.308628,19980912,"530330080",5.2,0.72,,1.7974,0.4644,0.778515
47.568236,-122.308628,19980916,"530330080",,1.76,,,,
47.568236,-122.308628,19980919,"530330080",7.8,0.44,,1.6247,0.5907,0.74217
47.568236,-122.308628,19980923,"530330080",17.9,3.94,,,,
47.568236,-122.308628,19980926,"530330080",12.3,1.99,,1.453,0.5643,0.6718425
47.568236,-122.308628,19980930,"530330080",14,2.58,,,,
47.568236,-122.308628,19981003,"530330080",9.4,0.72,,0.498,0.311,0.256725
47.568236,-122.308628,19981007,"530330080",14.8,2.63,,1.5373,0.8445,0.7665
47.568236,-122.308628,19981010,"530330080",7.3,1.22,,,,
47.568236,-122.308628,19981014,"530330080",6.4,0.79,,0.5273,0.4329,0.29514
47.568236,-122.308628,19981017,"530330080",8.5,1.52,,0.7569,0.4604,0.3874275
47.568236,-122.308628,19981021,"530330080",28.1,5.03,,,,
47.568236,-122.308628,19981024,"530330080",25.7,3.96,,,,
47.568236,-122.308628,19981028,"530330080",5,1.41,,0.4806,0.5489,0.3037275
47.568236,-122.308628,19981031,"530330080",14,2.04,,1.5325,0.7172,0.7360575
47.568236,-122.308628,19981104,"530330080",6.6,1.11,,0.3719,0.2059,0.18579
47.568236,-122.308628,19981107,"530330080",9.1,1.81,,0.9617,0.5788,0.4908675
47.568236,-122.308628,19981111,"530330080",16,3.07,,,,
47.568236,-122.308628,19981114,"530330080",7.4,1.66,,0.6991,0.4434,0.3619275
47.568236,-122.308628,19981118,"530330080",7.6,1.71,,1.0422,0.6781,0.5433975
47.568236,-122.308628,19981121,"530330080",4.2,0.35,,0.3419,0.1892,0.1707825
47.568236,-122.308628,19981125,"530330080",2.9,0.83,,0.245,0.1532,0.126345
47.568236,-122.308628,19981128,"530330080",9.9,1.34,,0.9767,0.5524,0.4905525
47.568236,-122.308628,19981202,"530330080",5.6,0.51,,0.3127,0.1891,0.15981
47.568236,-122.308628,19981205,"530330080",3.3,0.56,,0.4217,0.402,0.2485875
47.568236,-122.308628,19981209,"530330080",7.2,0.86,,0.6141,0.6583,0.378405
47.568236,-122.308628,19981212,"530330080",3.8,0.69,,0.1752,0.1245,0.0937125
47.568236,-122.308628,19981216,"530330080",12,2.08,,1.0653,0.5614,0.5258025
47.568236,-122.308628,19981219,"530330080",6,0.66,,0.5549,0.257,0.2659125
47.568236,-122.308628,19981223,"530330080",20.5,1.61,,1.5211,0.9468,0.7834425
47.568236,-122.308628,19981226,"530330080",9.3,0.33,,0.5645,0.2613,0.27048
47.568236,-122.308628,19981230,"530330080",9.3,2.28,,1.083,0.785,0.58275
